name;amaya-old-runtime;amaya-old-result;amaya-new-runtime;amaya-new-result;z3-runtime;z3-result;cvc5-runtime;cvc5-result;lash-runtime;lash-result;princess-result;princess-runtime;yices-runtime;yices-result;amaya-improved-runtime;amaya-improved-result
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1679.smt2;0.23;  unsat;0.21;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.11;TO;TO;0.19;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_17.smt2;0.25;  unsat;0.25;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.06;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1703.smt2;0.26;  unsat;0.24;  unsat;0.0; unsat;0.02; unsat;0.01; sat; unsat;1.06;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1707.smt2;0.26;  unsat;0.26;  unsat;0.01; unsat;0.01; unsat;0.01; sat; unsat;1.11;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1720.smt2;0.29;  unsat;0.22;  unsat;0.01; unsat;0.03; unsat;0.01; sat; unsat;1.1;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1722.smt2;0.25;  unsat;0.23;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.1;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1723.smt2;0.22;  unsat;0.25;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.04;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1726.smt2;0.29;  unsat;0.21;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.12;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1728.smt2;0.29;  unsat;0.21;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.08;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1729.smt2;0.3;  unsat;0.25;  unsat;0.01; unsat;0.02; unsat;0.01; sat; unsat;1.1;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_173.smt2;0.23;  unsat;0.22;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.1;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1732.smt2;0.23;  unsat;0.19;  unsat;0.01; unsat;0.03; unsat;0.01; sat; unsat;1.12;TO;TO;0.21;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1736.smt2;0.23;  unsat;0.27;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.1;TO;TO;0.2;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1737.smt2;0.25;  unsat;0.22;  unsat;0.0; unsat;0.02; unsat;0.01; sat; unsat;1.16;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1738.smt2;0.27;  unsat;0.26;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.13;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1739.smt2;0.24;  unsat;0.27;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.1;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1741.smt2;0.26;  unsat;0.23;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.13;TO;TO;0.15;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1748.smt2;0.32;  unsat;0.22;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.02;TO;TO;0.19;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1749.smt2;0.26;  unsat;0.23;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.08;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_175.smt2;0.24;  unsat;0.21;  unsat;0.01; unsat;0.02; unsat;0.0; sat; unsat;1.11;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1752.smt2;0.24;  unsat;0.23;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.07;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1755.smt2;0.24;  unsat;0.27;  unsat;0.01; unsat;0.0; unsat;0.01; sat; unsat;1.04;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1758.smt2;0.24;  unsat;0.27;  unsat;0.01; unsat;0.01; unsat;0.01; sat; unsat;1.08;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1761.smt2;0.27;  unsat;0.24;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.17;TO;TO;0.19;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1764.smt2;0.24;  unsat;0.23;  unsat;0.01; unsat;0.02; unsat;0.01; sat; unsat;1.22;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1767.smt2;0.3;  unsat;0.27;  unsat;0.0; unsat;0.01; unsat;0.02; sat; unsat;1.15;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1770.smt2;0.24;  unsat;0.23;  unsat;0.0; unsat;0.01; unsat;0.02; sat; unsat;1.08;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1777.smt2;0.3;  unsat;0.21;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.11;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1778.smt2;0.26;  unsat;0.23;  unsat;0.01; unsat;0.02; unsat;0.01; sat; unsat;1.09;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1781.smt2;0.25;  unsat;0.22;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.07;TO;TO;0.21;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1784.smt2;0.26;  unsat;0.22;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.13;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1785.smt2;0.28;  unsat;0.23;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.06;TO;TO;0.22;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1786.smt2;0.29;  unsat;0.22;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.02;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1789.smt2;0.28;  unsat;0.26;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.14;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_179.smt2;0.22;  unsat;0.23;  unsat;0.01; unsat;0.01; unsat;0.01; sat; unsat;1.09;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1792.smt2;0.21;  unsat;0.23;  unsat;0.01; unsat;0.0; unsat;0.02; sat; unsat;1.04;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1795.smt2;0.28;  unsat;0.27;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.14;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1798.smt2;0.25;  unsat;0.19;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.12;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1817.smt2;0.24;  unsat;0.26;  unsat;0.01; unsat;0.02; unsat;0.01; sat; unsat;1.1;TO;TO;0.15;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1847.smt2;0.23;  unsat;0.24;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.04;TO;TO;0.19;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_187.smt2;0.2;  unsat;0.21;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.09;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1874.smt2;0.29;  unsat;0.22;  unsat;0.0; unsat;0.01; unsat;0.02; sat; unsat;1.07;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1875.smt2;0.27;  unsat;0.2;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.0;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1877.smt2;0.25;  unsat;0.23;  unsat;0.0; unsat;0.02; unsat;0.01; sat; unsat;1.1;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1878.smt2;0.21;  unsat;0.22;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.08;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1879.smt2;0.31;  unsat;0.21;  unsat;0.01; unsat;0.0; unsat;0.01; sat; unsat;1.15;TO;TO;0.15;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1887.smt2;0.29;  unsat;0.26;  unsat;0.01; unsat;0.01; unsat;0.01; sat; unsat;1.15;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_1897.smt2;0.23;  unsat;0.23;  unsat;0.01; unsat;0.02; unsat;0.01; sat; unsat;1.07;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_277.smt2;0.26;  unsat;0.23;  unsat;0.0; unsat;0.02; unsat;0.01; sat; unsat;1.07;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_357.smt2;0.25;  unsat;0.21;  unsat;0.01; unsat;0.02; unsat;0.01; sat; unsat;1.1;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_378.smt2;0.25;  unsat;0.25;  unsat;0.01; unsat;0.01; unsat;0.0; sat; unsat;1.09;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_379.smt2;0.25;  unsat;0.21;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.08;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_447.smt2;0.25;  unsat;0.25;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.07;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_470.smt2;0.3;  unsat;0.26;  unsat;0.01; unsat;0.01; unsat;0.01; sat; unsat;1.04;TO;TO;0.15;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_473.smt2;0.24;  unsat;0.2;  unsat;0.01; unsat;0.01; unsat;0.01; sat; unsat;1.1;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_497.smt2;0.27;  unsat;0.25;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.12;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_507.smt2;0.3;  unsat;0.25;  unsat;0.0; unsat;0.0; unsat;0.0; sat; unsat;1.11;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_527.smt2;0.26;  unsat;0.25;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.16;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_537.smt2;0.24;  unsat;0.23;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.12;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_573.smt2;0.22;  unsat;0.19;  unsat;0.01; unsat;0.0; unsat;0.01; sat; unsat;1.09;TO;TO;0.15;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_574.smt2;0.25;  unsat;0.24;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.13;TO;TO;0.15;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_575.smt2;0.24;  unsat;0.2;  unsat;0.0; unsat;0.02; unsat;0.01; sat; unsat;1.14;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_627.smt2;0.26;  unsat;0.22;  unsat;0.01; unsat;0.01; unsat;0.01; sat; unsat;1.07;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_637.smt2;0.2;  unsat;0.22;  unsat;0.01; unsat;0.01; unsat;0.01; sat; unsat;1.13;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_670.smt2;0.25;  unsat;0.21;  unsat;0.01; unsat;0.0; unsat;0.01; sat; unsat;1.09;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_7.smt2;0.29;  unsat;0.21;  unsat;0.0; unsat;0.01; unsat;0.0; sat; unsat;1.0;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_703.smt2;0.27;  unsat;0.26;  unsat;0.01; unsat;0.01; unsat;0.01; sat; unsat;1.14;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_707.smt2;0.31;  unsat;0.23;  unsat;0.01; unsat;0.02; unsat;0.01; sat; unsat;1.09;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_71.smt2;0.2;  unsat;0.23;  unsat;0.0; unsat;0.02; unsat;0.0; sat; unsat;1.08;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_713.smt2;0.28;  unsat;0.23;  unsat;0.0; unsat;0.02; unsat;0.01; sat; unsat;1.12;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_720.smt2;0.26;  unsat;0.26;  unsat;0.01; unsat;0.0; unsat;0.01; sat; unsat;1.2;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_725.smt2;0.23;  unsat;0.25;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.09;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_728.smt2;0.31;  unsat;0.24;  unsat;0.01; unsat;0.01; unsat;0.01; sat; unsat;1.12;TO;TO;0.15;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_73.smt2;0.21;  unsat;0.22;  unsat;0.01; unsat;0.02; unsat;0.01; sat; unsat;1.1;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_744.smt2;0.28;  unsat;0.27;  unsat;0.0; unsat;0.02; unsat;0.01; sat; unsat;1.12;TO;TO;0.19;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_746.smt2;0.24;  unsat;0.22;  unsat;0.01; unsat;0.03; unsat;0.01; sat; unsat;1.07;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_751.smt2;0.26;  unsat;0.22;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.07;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_753.smt2;0.25;  unsat;0.22;  unsat;0.01; unsat;0.01; unsat;0.01; sat; unsat;1.06;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_755.smt2;0.26;  unsat;0.25;  unsat;0.0; unsat;0.02; unsat;0.01; sat; unsat;1.02;TO;TO;0.15;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_762.smt2;0.24;  unsat;0.23;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.15;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_763.smt2;0.27;  unsat;0.2;  unsat;0.0; unsat;0.02; unsat;0.01; sat; unsat;1.1;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_766.smt2;0.25;  unsat;0.25;  unsat;0.01; unsat;0.02; unsat;0.01; sat; unsat;1.07;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_775.smt2;0.25;  unsat;0.25;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.19;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_780.smt2;0.28;  unsat;0.21;  unsat;0.0; unsat;0.02; unsat;0.01; sat; unsat;1.16;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_785.smt2;0.23;  unsat;0.23;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.11;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_788.smt2;0.25;  unsat;0.26;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.12;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_807.smt2;0.28;  unsat;0.26;  unsat;0.01; unsat;0.02; unsat;0.01; sat; unsat;1.01;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_817.smt2;0.26;  unsat;0.22;  unsat;0.01; unsat;0.02; unsat;0.01; sat; unsat;1.09;TO;TO;0.18;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_870.smt2;0.22;  unsat;0.26;  unsat;0.01; unsat;0.01; unsat;0.01; sat; unsat;1.08;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_887.smt2;0.24;  unsat;0.23;  unsat;0.01; unsat;0.01; unsat;0.01; sat; unsat;1.1;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_927.smt2;0.24;  unsat;0.23;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;1.07;TO;TO;0.17;  unsat
../formulae/UltimateAutomizer/nested9_true-unreach-call.i_947.smt2;0.22;  unsat;0.23;  unsat;0.0; unsat;0.02; unsat;0.01; sat; unsat;1.03;TO;TO;0.16;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1478.smt2;0.23;  unsat;0.27;  unsat;0.0; unsat;0.01; unsat;0.03; sat; unsat;1.09;0.01; unsat;0.15;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1735.smt2;0.18;  unsat;0.2;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.03;0.0; unsat;0.15;  unsat
