name;amaya-old-runtime;amaya-old-result;amaya-new-runtime;amaya-new-result;z3-runtime;z3-result;cvc5-runtime;cvc5-result;princess-runtime;princess-result;lash-runtime;lash-result;yices-runtime;yices-result;amaya-improved-result;amaya-improved-runtime
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_46.smt2;0.45;  unsat;0.25;  unsat;0.0; unsat;0.04; unsat;2.54; unsat;0.76; sat;TO;TO;  unsat;0.17
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_48.smt2;0.61;  unsat;0.28;  unsat;0.0; unsat;0.04; unsat;1.68; unsat;0.74; sat;TO;TO;  unsat;0.17
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_49.smt2;0.45;  unsat;0.25;  unsat;0.01; unsat;0.02; unsat;1.78; unsat;0.71; sat;TO;TO;  unsat;0.18
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_5.smt2;0.76;  unsat;0.27;  unsat;0.01; unsat;0.04; unsat;2.25; unsat;0.85; sat;TO;TO;  unsat;0.2
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_55.smt2;0.4;  unsat;0.19;  unsat;0.01; unsat;0.03; unsat;1.7; unsat;0.73; sat;TO;TO;  unsat;0.17
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_58.smt2;0.4;  unsat;0.26;  unsat;0.01; unsat;0.03; unsat;1.78; unsat;0.78; sat;TO;TO;  unsat;0.18
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_59.smt2;0.81;  unsat;0.43;  unsat;0.01; unsat;0.13; unsat;4.21; unsat;3.42; sat;TO;TO;  unsat;0.28
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_6.smt2;0.73;  unsat;0.24;  unsat;0.01; unsat;0.05; unsat;2.41; unsat;0.84; sat;TO;TO;  unsat;0.21
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_60.smt2;5.48;  unsat;1.88;  unsat;0.0; unsat;0.1; unsat;3.3; unsat;TO;TO;TO;TO;  unsat;1.21
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_61.smt2;5.47;  unsat;1.58;  unsat;0.02; unsat;0.15; unsat;2.83; unsat;TO;TO;TO;TO;  unsat;1.19
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_62.smt2;4.98;  unsat;1.29;  unsat;0.01; unsat;0.07; unsat;2.68; unsat;TO;TO;TO;TO;  unsat;1.2
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_63.smt2;2.04;  unsat;0.56;  unsat;0.0; unsat;0.03; unsat;2.67; unsat;6.92; sat;TO;TO;  unsat;0.51
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_64.smt2;2.29;  unsat;0.51;  unsat;0.0; unsat;0.03; unsat;2.7; unsat;6.98; sat;TO;TO;  unsat;0.5
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_65.smt2;2.47;  unsat;0.52;  unsat;0.0; unsat;0.03; unsat;2.58; unsat;12.19; sat;TO;TO;  unsat;0.46
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_66.smt2;3.04;  unsat;1.02;  unsat;0.01; unsat;0.03; unsat;4.77; unsat;42.41; sat;TO;TO;  unsat;0.87
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_67.smt2;3.53;  unsat;1.02;  unsat;0.01; unsat;0.04; unsat;4.73; unsat;44.97; sat;TO;TO;  unsat;0.76
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_68.smt2;2.78;  unsat;1.16;  unsat;0.01; unsat;0.03; unsat;4.48; unsat;33.48; sat;TO;TO;  unsat;0.69
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_69.smt2;TO;TO;0.35;  unsat;0.01; unsat;TO;TO;TO;TO;TO;TO;TO;TO;  unsat;0.22
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_7.smt2;0.44;  unsat;0.26;  unsat;0.0; unsat;0.04; unsat;2.41; unsat;0.83; sat;TO;TO;  unsat;0.19
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_70.smt2;3.07;  sat;1.95;  sat;0.03; sat;0.08; sat;74.77; sat;29.07; sat;TO;TO;  sat;1.13
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_71.smt2;1.85;  sat;1.46;  sat;0.02; sat;0.06; sat;39.05; sat;28.53; sat;TO;TO;  sat;0.79
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_72.smt2;2.75;  sat;1.51;  sat;0.01; sat;0.06; sat;35.78; sat;28.12; sat;TO;TO;  sat;0.78
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_73.smt2;TO;TO;0.3;  unsat;0.01; unsat;0.14; unsat;TO;TO;TO;TO;TO;TO;  unsat;0.29
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_74.smt2;TO;TO;TO;TO;0.01; sat;0.08; sat;TO;TO;TO;TO;0.01; sat;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_75.smt2;TO;TO;TO;TO;0.01; sat;0.07; sat;TO;TO;TO;TO;0.01; sat;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_76.smt2;TO;TO;TO;TO;0.04; unsat;2.76; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_77.smt2;TO;TO;0.34;  unsat;0.01; unsat;TO;TO;TO;TO;TO;TO;TO;TO;  unsat;0.21
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_78.smt2;TO;TO;20.54;  unsat;0.01; unsat;TO;TO;TO;TO;TO;TO;TO;TO;  unsat;18.79
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_79.smt2;TO;TO;0.24;  unsat;0.01; unsat;TO;TO;TO;TO;ERR;ERR;TO;TO;  unsat;0.25
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_8.smt2;0.3;  unsat;0.14;  unsat;0.0; unsat;0.04; unsat;2.78; unsat;0.61; sat;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_80.smt2;TO;TO;0.23;  unsat;0.01; unsat;TO;TO;TO;TO;ERR;ERR;TO;TO;  unsat;0.25
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_81.smt2;TO;TO;0.21;  unsat;0.01; unsat;TO;TO;TO;TO;TO;TO;TO;TO;  unsat;0.22
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_82.smt2;TO;TO;TO;TO;0.18; unsat;0.89; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_83.smt2;TO;TO;TO;TO;0.06; unsat;0.76; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_84.smt2;TO;TO;0.23;  unsat;0.01; unsat;TO;TO;TO;TO;TO;TO;TO;TO;  unsat;0.21
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_85.smt2;TO;TO;0.21;  unsat;0.01; unsat;TO;TO;TO;TO;TO;TO;TO;TO;  unsat;0.24
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_86.smt2;TO;TO;0.25;  unsat;0.0; unsat;TO;TO;TO;TO;TO;TO;TO;TO;  unsat;0.17
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_87.smt2;TO;TO;0.15;  unsat;0.0; unsat;TO;TO;TO;TO;TO;TO;TO;TO;  unsat;0.17
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_88.smt2;TO;TO;0.15;  unsat;0.0; unsat;TO;TO;TO;TO;TO;TO;TO;TO;  unsat;0.17
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_89.smt2;TO;TO;0.37;  unsat;0.01; unsat;TO;TO;TO;TO;TO;TO;TO;TO;  unsat;0.34
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_9.smt2;0.36;  unsat;0.17;  unsat;0.01; unsat;0.02; unsat;2.58; unsat;0.66; sat;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_90.smt2;TO;TO;TO;TO;0.05; unsat;0.24; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_91.smt2;TO;TO;1.49;  sat;0.0; sat;TO;TO;TO;TO;TO;TO;TO;TO;  sat;1.65
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_92.smt2;TO;TO;0.41;  unsat;0.01; unsat;0.05; unsat;TO;TO;TO;TO;TO;TO;  unsat;0.43
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_93.smt2;TO;TO;0.44;  unsat;0.0; unsat;TO;TO;TO;TO;TO;TO;TO;TO;  unsat;0.4
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_94.smt2;TO;TO;0.92;  unsat;0.01; unsat;TO;TO;TO;TO;TO;TO;TO;TO;  unsat;0.86
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_95.smt2;TO;TO;33.24;  unsat;0.03; unsat;0.05; unsat;3.43; unsat;TO;TO;0.02; unsat;  unsat;32.38
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_96.smt2;TO;TO;TO;TO;TO;TO;0.23; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_97.smt2;TO;TO;TO;TO;0.09; unsat;0.06; unsat;6.51; unsat;ERR;ERR;0.01; unsat;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem10_label59_true-unreach-call.c_98.smt2;TO;TO;TO;TO;TO;TO;0.3; unsat;TO;TO;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_0.smt2;TO;TO;TO;TO;TO;TO;TO;TO;12.22; sat;TO;TO;6.63; sat;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_1.smt2;TO;TO;TO;TO;TO;TO;44.37; sat;15.83; sat;TO;TO;8.93; sat;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_10.smt2;TO;TO;TO;TO;0.06; sat;0.01; sat;TO;TO;0.03; sat;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_11.smt2;TO;TO;TO;TO;24.2; sat;0.12; sat;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_12.smt2;TO;TO;TO;TO;0.26; sat;0.39; sat;TO;TO;TO;TO;0.05; sat;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_13.smt2;TO;TO;TO;TO;0.41; sat;0.33; sat;TO;TO;TO;TO;0.04; sat;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_14.smt2;TO;TO;TO;TO;0.6; unsat;0.35; unsat;TO;TO;40.08; sat;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_15.smt2;TO;TO;TO;TO;0.17; unsat;0.15; unsat;16.68; unsat;32.31; sat;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_16.smt2;TO;TO;TO;TO;0.13; unsat;0.19; unsat;27.12; unsat;32.77; sat;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_17.smt2;TO;TO;TO;TO;0.18; sat;0.28; sat;TO;TO;35.15; sat;0.05; sat;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_18.smt2;TO;TO;TO;TO;0.16; unsat;0.23; unsat;73.44; unsat;33.3; sat;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_2.smt2;TO;TO;TO;TO;0.39; sat;0.08; sat;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_3.smt2;TO;TO;TO;TO;0.08; sat;0.1; sat;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_4.smt2;TO;TO;TO;TO;TO;TO;0.09; sat;TO;TO;26.21; sat;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_5.smt2;TO;TO;TO;TO;TO;TO;0.13; unsat;TO;TO;25.23; sat;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_6.smt2;TO;TO;TO;TO;0.27; sat;0.06; sat;TO;TO;2.78; sat;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_7.smt2;TO;TO;TO;TO;0.09; sat;0.06; sat;TO;TO;0.31; sat;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_8.smt2;TO;TO;TO;TO;0.06; sat;0.05; sat;TO;TO;0.16; sat;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem15_label00_false-unreach-call.c_9.smt2;TO;TO;TO;TO;0.07; sat;0.02; sat;TO;TO;0.02; sat;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_0.smt2;6.81;  sat;1.28;  sat;0.01; sat;0.02; sat;5.41; sat;2.01; sat;0.02; sat;  sat;1.27
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_1.smt2;6.04;  sat;1.71;  sat;0.01; sat;0.02; sat;6.47; sat;2.39; sat;0.02; sat;  sat;1.52
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_10.smt2;TO;TO;TO;TO;0.0; sat;0.03; sat;27.33; sat;ERR;ERR;0.01; sat;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_11.smt2;5.72;  sat;1.81;  sat;0.01; sat;0.02; sat;6.41; sat;2.55; sat;0.01; sat;  sat;1.36
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_12.smt2;5.14;  sat;1.12;  sat;0.02; sat;0.02; sat;6.02; sat;1.77; sat;0.01; sat;  sat;1.01
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_13.smt2;5.75;  sat;1.04;  sat;0.0; sat;0.02; sat;5.96; sat;1.87; sat;0.01; sat;  sat;1.08
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_2.smt2;5.44;  sat;1.22;  sat;0.0; sat;0.02; sat;6.02; sat;1.9; sat;0.01; sat;  sat;1.06
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_3.smt2;TO;TO;TO;TO;0.01; sat;0.02; sat;25.73; sat;TO;TO;0.01; sat;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_4.smt2;5.53;  sat;1.02;  sat;0.0; sat;0.02; sat;6.27; sat;1.75; sat;0.01; sat;  sat;1.01
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_5.smt2;5.53;  sat;1.05;  sat;0.01; sat;0.02; sat;5.8; sat;1.82; sat;0.01; sat;  sat;1.76
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_6.smt2;5.45;  sat;1.06;  sat;0.0; sat;0.02; sat;6.1; sat;2.04; sat;0.0; sat;  sat;1.05
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_7.smt2;TO;TO;TO;TO;0.0; sat;0.02; sat;18.53; sat;TO;TO;0.0; sat;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_8.smt2;TO;TO;TO;TO;0.01; sat;0.02; sat;19.92; sat;13.03; sat;0.01; sat;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem17_label54_false-unreach-call.c_9.smt2;6.39;  sat;1.09;  sat;0.0; sat;0.02; sat;6.34; sat;1.87; sat;0.01; sat;  sat;1.07
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_0.smt2;1.91;  sat;7.74;  sat;0.0; sat;0.04; sat;23.98; sat;56.17; sat;56.77; sat;  sat;7.26
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_1.smt2;1.82;  unsat;7.92;  unsat;0.01; unsat;0.03; unsat;4.8; unsat;43.15; sat;TO;TO;  unsat;7.15
